11697 0 27 5 0 23 1625 103 37 69 57 13 5 2855 1 2 294 24 119 18 35 3 170 92 1 176 49 234 4046 1504 0 5 101 131 1 95 68 162 4 9 2 2 30 1 21 8 2 0 0 1 1 2 0 0 0 6 1 7 1 1 3 0 2 0 2 1 0 0 0 0 8 0 55 0 2 10 27 8 7 0 0 0 5 1
0 12339 6 0 4 2 0 3 240 4 49 6 213 8 32 135 89 6 44 1 2 944 13 909 1134 338 5772 27 6 4 37 5 0 38 1 120 273 222 13 11 0 402 141 85 134 31 7 1 40 0 84 79 0 0 0 3 1 8 0 10 0 87 3 0 20 31 0 15 0 8 74 107 15 14 112 669 8 0 4 28 1 0 2 6
0 0 29714 1 0 58 619 189 5 53 24 5 2 114 0 7 2442 9 132 0 230 1 9045 80 0 5717 6370 231 30 144 0 1 4 162 21 1074 380 1451 226 11 0 0 151 90 129 36 4 2 1 0 37 215 1 0 0 12 4 4 0 1 0 1 1 0 11 45 0 8 0 7 22 246 22 2 79 585 10 1 4 0 0 0 4 14
0 0 0 23612 5 180 27 43 318 2403 4 1154 2 37 52 0 2 2 0 11906 0 2 3 2692 0 6 2 4786 55 4 0 3 5 10 6 213 4 130 36 84 11 0 17 0 30 2 26 4 0 0 0 0 56 1 16 10 2 43 69 0 79 0 8 1 0 0 0 0 96 0 0 0 79 0 0 2 95 7 1 0 0 0 4 0
0 0 0 0 3423 591 6 15 35 18 5 46 13 2 865 0 0 0 0 6 0 2 0 57 2 2 1 8 2 1 0 107 0 242 0 10 0 5 0 1424 279 0 2 2 1 0 2 0 0 0 0 0 3 0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 0 5 0 0 2 4 0 0 0 0 0 0 0
0 0 0 0 0 34752 1966 7164 183 9899 60 5998 87 541 1474 0 50 9 18 791 15 4 170 306 3 157 38 1609 259 54 4 659 18 49 4 435 30 717 75 2016 249 8 32 3 28 5 28 2 3 0 0 1 39 1 12 23 3 23 52 0 51 0 4 5 2 0 0 0 63 1 1 4 58 0 0 8 99 8 0 0 0 2 4 1
0 0 0 0 0 0 48272 3233 86 7619 38 116 14 4828 34 12 371 12 46 46 483 9 2194 486 0 705 177 15037 772 5333 1 29 112 161 9 749 109 1230 210 107 13 1 112 10 97 21 13 3 0 2 5 21 11 1 5 15 3 29 14 3 25 0 14 2 11 2 0 0 30 8 11 38 126 0 9 89 113 14 19 0 0 5 10 9
0 0 0 0 0 0 0 26244 52 3315 67 390 77 6700 54 0 345 19 108 207 85 2 702 136 4 758 86 468 249 575 4 278 11 36 0 208 49 427 60 582 100 2 51 4 41 7 11 6 3 2 1 4 2 0 2 21 4 16 4 0 15 1 2 0 2 2 0 0 8 0 4 6 86 1 4 17 35 7 6 0 0 2 4 1
0 0 0 0 0 0 0 0 13444 324 19 739 25 60 664 2 6 4 7 317 4 1213 4 5733 83 18 456 842 104 88 9 12 26 27 6 395 35 315 64 372 9 17 90 18 79 15 30 5 1 8 3 1 53 3 21 51 16 238 46 5 58 16 14 5 11 0 0 1 82 2 37 2 251 2 13 18 175 33 29 4 0 3 14 3
0 0 0 0 0 0 0 0 0 50073 58 3711 40 992 96 1 22 16 12 10156 17 0 115 653 0 130 30 6465 540 32 3 64 32 141 12 1303 30 1276 186 220 45 7 76 2 84 9 71 3 0 1 0 3 126 1 39 41 25 77 155 3 213 1 15 18 1 0 0 0 263 0 0 3 289 1 1 15 298 30 6 0 4 3 22 8
0 0 0 0 0 0 0 0 0 0 20529 60 1469 327 2 14 368 2796 3264 21 67 23 140 26 146 2216 628 58 533 61 215 193 18 2175 1 196 1824 2611 100 64 6 884 15 194 30 8 3 0 233 2 31 6 1 0 0 4 1 4 0 13 3 338 0 0 3 4 16 13 0 3 14 6 5 97 176 167 2 2 5 72 1 0 9 0
0 0 0 0 0 0 0 0 0 0 0 27350 83 320 1010 0 4 15 8 7524 0 6 8 1682 3 42 36 1143 225 5 5 80 5 85 29 701 26 732 65 1070 60 4 96 4 126 9 100 4 2 1 1 0 104 3 48 61 19 58 150 0 237 0 19 19 1 0 0 0 206 2 0 4 255 2 2 7 269 27 3 0 0 3 20 2
0 0 0 0 0 0 0 0 0 0 0 0 14633 184 5 1 9 48 12 24 0 64 6 47 1089 138 2309 33 165 1 456 460 1 926 1 492 818 1694 222 155 79 1916 43 381 153 47 12 8 390 2 44 0 0 0 0 8 6 3 3 61 0 1117 2 1 0 7 19 24 1 1 8 3 16 271 225 282 12 2 3 166 1 0 11 1
0 0 0 0 0 0 0 0 0 0 0 0 0 27199 15 2 491 102 221 178 60 9 500 174 8 675 150 504 3599 1856 14 326 27 248 3 391 109 984 77 280 95 12 36 9 58 8 16 3 3 1 0 3 3 0 1 17 3 18 1 0 8 5 3 0 5 1 0 0 6 4 7 2 97 1 14 20 65 14 13 2 0 5 11 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 6604 0 1 0 0 80 1 78 5 611 9 7 38 114 15 7 2 213 4 8 0 101 3 45 10 1585 99 3 19 0 8 1 13 0 0 1 0 0 13 0 1 1 0 8 13 0 17 1 2 2 0 0 1 0 22 0 5 0 25 1 0 2 23 5 1 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16330 43 2 11 0 2825 1314 2462 1462 3 71 2449 648 4 122 0 0 0 22 11 1075 170 443 206 2 0 1 172 37 158 101 1 0 0 2 6 22 0 0 1 15 6 8 0 0 0 1 7 1 873 13 2 1 0 148 376 914 172 0 15 394 69 3 68 0 0 0 5 15
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28260 197 4923 1 249 35 5367 167 2 3014 3134 155 339 1114 2 3 10 1403 6 438 731 957 67 4 2 5 205 171 152 51 2 1 1 1 83 263 0 0 1 10 2 3 0 1 1 4 0 0 22 102 1 20 1 14 21 159 14 6 225 1009 13 1 9 2 0 0 11 6
