12821 1 148 30 0 81 1545 411 26 139 15 13 2 5149 2 1 186 4 8 20 46 5 481 57 0 64 71 232 2430 1752 0 1 29 74 0 35 16 182 8 2 0 0 17 3 5 0 0 0 0 0 0 4 0 0 0 6 0 1 0 0 0 0 4 0 9 0 0 0 1 3 1 0 24 0 2 6 56 0 3 0 0 0 3 0
0 11641 25 1 1 0 6 1 561 0 14 0 262 3 2 122 21 1 2 1 38 1819 52 361 1619 218 4924 21 1 3 64 0 0 10 5 120 162 158 5 8 0 21 93 63 93 18 2 1 2 0 203 127 0 0 0 5 2 2 0 3 0 16 1 0 9 34 0 0 0 6 39 50 4 9 136 856 6 1 1 11 0 0 18 3
0 0 33243 13 2 102 899 498 9 129 22 6 4 386 3 7 3043 12 106 6 583 16 7106 50 1 5618 6320 228 194 635 2 3 17 155 50 1765 595 2617 85 15 1 0 124 17 68 34 4 0 0 5 47 547 0 0 0 28 4 2 0 0 0 1 18 0 14 54 0 4 0 10 17 322 17 0 62 1104 26 3 28 0 0 1 7 36
0 0 0 34535 4 170 114 71 444 2436 14 1673 2 100 81 0 0 1 1 15872 5 0 3 4152 0 1 6 9658 119 4 0 5 2 59 5 222 2 280 31 117 7 0 15 0 21 2 17 0 0 0 0 0 61 0 20 60 18 29 155 0 37 0 8 3 1 0 0 0 82 0 0 0 89 0 0 1 257 3 1 0 0 0 7 2
0 0 0 0 4891 559 13 30 14 16 3 63 2 1 932 0 0 0 0 13 0 0 1 17 0 0 1 16 43 3 0 985 0 89 0 9 0 26 9 1923 531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 0 0
0 0 0 0 0 28485 1477 5746 61 10509 38 3745 11 228 1086 2 16 0 2 501 91 0 120 94 1 15 37 1232 215 99 1 136 9 102 8 307 9 491 203 1542 250 1 19 1 9 0 5 0 0 0 2 0 19 0 7 67 8 7 42 0 11 0 5 1 3 0 0 0 16 0 0 2 84 0 1 11 143 6 3 0 0 0 4 1
0 0 0 0 0 0 61065 3045 724 5480 28 132 9 3923 72 17 71 4 1 115 1603 69 1279 1397 0 55 657 20828 1042 8515 3 10 115 401 70 2336 140 2156 336 303 13 2 336 18 266 36 84 17 0 7 4 18 39 0 14 444 63 68 114 3 8 0 72 6 80 2 0 1 53 21 11 45 719 0 1 83 1068 61 84 0 3 3 82 18
0 0 0 0 0 0 0 27332 169 4454 85 466 23 6263 41 6 148 5 18 295 291 13 891 179 3 101 133 408 302 723 2 626 16 207 3 295 24 567 198 353 83 0 81 4 82 12 20 1 0 1 3 12 5 0 3 101 20 28 20 3 4 0 20 2 27 1 0 0 11 4 2 6 260 0 0 19 301 25 22 0 0 3 33 2
0 0 0 0 0 0 0 0 23734 149 15 954 38 76 510 29 55 2 3 574 51 3057 23 10595 104 79 754 1605 82 157 9 1 14 47 8 455 71 293 40 337 1 8 95 9 97 14 30 3 1 1 15 31 84 1 18 198 30 255 199 4 44 2 23 6 138 8 1 1 66 6 47 3 689 2 35 134 754 25 58 0 0 1 25 6
0 0 0 0 0 0 0 0 0 45064 79 2013 25 1585 86 1 5 1 1 7630 201 1 194 186 0 18 51 6661 700 200 4 26 11 272 39 893 13 1432 143 273 16 0 15 1 14 3 9 1 0 1 0 5 32 0 11 71 5 9 77 0 18 0 10 5 4 0 0 0 33 0 1 3 79 0 0 6 190 4 3 0 0 0 6 2
0 0 0 0 0 0 0 0 0 0 18597 96 1810 89 3 0 275 2003 1378 33 2 7 18 15 328 1668 141 31 89 10 255 39 4 2562 5 213 2105 5323 116 111 1 402 4 214 31 3 2 0 49 0 11 0 0 0 1 3 0 2 0 27 0 120 1 0 0 0 6 1 0 0 3 1 9 35 211 176 13 0 0 60 0 0 1 2
0 0 0 0 0 0 0 0 0 0 0 26574 31 331 1949 2 2 2 1 9475 2 0 5 734 0 9 5 1649 341 4 3 46 0 195 11 454 3 759 101 1683 16 4 12 1 23 1 72 1 1 0 2 0 119 1 56 107 24 22 303 0 139 0 5 15 1 0 0 0 142 0 0 0 197 0 0 3 498 11 1 0 0 0 5 3
0 0 0 0 0 0 0 0 0 0 0 0 15615 11 2 1 9 19 9 13 0 56 6 29 2981 252 2428 9 22 3 456 6 1 410 1 63 1006 1343 104 32 1 1258 16 892 82 13 3 0 155 0 49 1 1 0 0 0 0 8 0 183 0 1088 1 0 1 0 18 0 0 0 9 3 7 277 703 761 2 0 0 505 0 0 4 0
0 0 0 0 0 0 0 0 0 0 0 0 0 25886 8 14 290 12 19 281 187 28 1127 163 2 134 160 471 2304 1315 1 198 15 255 4 364 28 640 123 149 13 0 24 1 20 1 6 1 0 0 0 4 2 1 0 24 7 5 4 0 1 1 7 1 26 1 1 0 2 6 3 7 72 0 2 26 139 6 13 0 0 0 6 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 8305 0 0 0 0 190 2 6 5 456 2 3 19 187 11 2 0 55 2 11 1 29 2 43 5 3274 27 0 3 0 0 0 3 0 0 0 0 0 5 0 3 8 0 1 6 0 5 0 2 1 0 1 0 0 2 0 0 1 12 0 0 0 14 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16945 30 1 3 1 1020 4010 3326 975 4 21 3359 244 10 80 3 1 4 10 13 1097 1014 240 78 15 1 1 71 17 28 10 2 0 0 5 7 26 0 0 2 23 12 3 0 0 0 0 12 1 893 3 1 1 0 128 52 287 123 0 9 302 173 18 65 0 0 1 7 6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26961 413 4823 2 178 59 3877 55 1 5334 3793 15 601 569 9 2 139 1181 16 351 457 1541 30 5 1 0 16 8 25 3 0 0 0 2 9 82 0 0 0 3 0 1 0 0 0 0 3 0 1 16 0 6 0 4 1 28 3 0 46 245 5 1 1 2 0 0 5 1
