"","ctx-lh-bankssts","ctx-lh-caudalanteriorcingulate","ctx-lh-caudalmiddlefrontal","ctx-lh-cuneus","ctx-lh-entorhinal","ctx-lh-fusiform","ctx-lh-inferiorparietal","ctx-lh-inferiortemporal","ctx-lh-isthmuscingulate","ctx-lh-lateraloccipital","ctx-lh-lateralorbitofrontal","ctx-lh-lingual","ctx-lh-medialorbitofrontal","ctx-lh-middletemporal","ctx-lh-parahippocampal","ctx-lh-paracentral","ctx-lh-parsopercularis","ctx-lh-parsorbitalis","ctx-lh-parstriangularis","ctx-lh-pericalcarine","ctx-lh-postcentral","ctx-lh-posteriorcingulate","ctx-lh-precentral","ctx-lh-precuneus","ctx-lh-rostralanteriorcingulate","ctx-lh-rostralmiddlefrontal","ctx-lh-superiorfrontal","ctx-lh-superiorparietal","ctx-lh-superiortemporal","ctx-lh-supramarginal","ctx-lh-frontalpole","ctx-lh-temporalpole","ctx-lh-transversetemporal","ctx-lh-insula"
"ctx-lh-postcentral",58.0384816807694,61.7301313010464,34.4308133534721,81.3368406928979,50.5827697651592,63.3828961043734,52.4539342629582,77.5443199793711,37.013094189786,96.0913930011269,37.812795430155,84.4834347418373,52.0517551685767,59.574234901514,80.6048613238628,0.540851234369702,13.5604352452832,63.9050360973535,29.8432237082797,81.4750642423949,0,28.9828735490071,0.124370940165827,0.703517238645624,78.4297769038908,47.9654906724134,26.5695463662432,0.300867260823747,9.922797428179,0.155618154137801,110.740280596309,45.662924546934,7.75849450327384,0.242867291262651
"ctx-lh-posteriorcingulate",138.463216131497,0.182815341340248,56.68240889897,42.5185762272045,73.5887654744799,66.0503987156255,88.8505316418932,86.224680953787,0.241170826856857,92.9388621012894,81.1764659154965,42.9962453167468,61.688333511819,121.180541009872,39.1176718987723,0.115357827776771,102.70484913631,122.058357477299,127.104046747186,42.6567030391903,28.9828735490071,0,32.2454829375343,0.348238202107938,33.2975019582349,76.7260701127987,0.218962380924772,30.9105479077122,111.023741302123,77.5058968353876,84.6447578255938,101.563944657449,140.511304614189,93.9761525415423
"ctx-lh-precentral",77.583154406408,42.9997980173504,0.12942137599992,88.9533276873404,45.3387911139463,58.2724653577921,83.9608712413118,72.4338892327899,43.9730217774302,113.494302979626,25.2840699821139,91.4332182400656,46.7934304989284,69.3681583885054,80.7132604464934,0.594773293445993,0.291122614815707,51.3763106493124,17.243777958775,89.0914544993262,0.124370940165827,32.2454829375343,0,13.9726678818171,73.1714522342424,12.5160667804971,0.234120960980094,14.7578409599252,27.7435231026158,14.4447932840508,105.355974397859,40.6757661217498,24.8281342743458,0.128433692112105
"ctx-lh-precuneus",94.602880793085,46.9506082970823,69.9976828566586,0.156413276122657,49.8047542242536,41.4914297841551,32.7311374822357,61.7586649762636,0.159116086700201,27.851526014029,101.520497846454,0.148967847575712,98.3556735818946,97.3682356909154,14.7442322909476,0.240298308526277,113.225750761994,127.793496794725,127.555364201916,0.229523415411243,0.703517238645624,0.348238202107938,13.9726678818171,0,82.7381762424659,108.239012064067,27.7120976274765,0.286450127598061,90.733421891562,46.7775668968591,133.51754442121,77.7799334072228,124.000409264634,84.7489215351841
"ctx-lh-rostralanteriorcingulate",117.160144755918,0.0974615572584442,72.9300793643395,113.039414687732,39.6235158245896,56.3295750313354,140.122392830959,70.4909989063332,60.4102993407531,154.207911912439,12.5489683339275,106.828496194611,0.13993282734785,72.0165601542046,75.5466203383759,60.2057710262241,70.4086820049812,53.0626291290988,61.1952589635683,113.144851956569,78.4297769038907,33.2975019582349,73.1714522342424,82.7381762424658,0,36.6465657686093,0.163288019153581,114.525211807274,40.7236036670941,91.6730296596033,26.4501246981186,40.6402887261257,70.4581343579548,24.9044541469129
"ctx-lh-rostralmiddlefrontal",133.785203107529,53.9103856844774,0.250495239596231,158.705977789192,64.9445394584634,80.9029546534859,144.393043791473,95.0643785284836,112.194348155095,171.838114427887,0.346529460114555,132.149519828485,8.03573244253907,95.0296519229372,100.86764397225,68.0358033506903,0.214093300571622,0.246578554447561,0.0908481596520017,158.811415058029,47.9654906724134,76.7260701127987,12.5160667804971,108.239012064067,36.6465657686093,0,0.192283941961968,108.942198339547,63.2691253580429,68.4876455640817,0.251147131475988,64.8595110175536,85.9405881642098,44.8720290949085
"ctx-lh-superiorfrontal",145.00040958332,0.215767725403816,0.183414334295583,72.6949246455269,74.9012580306432,91.607317237389,111.112480442045,105.768741112387,28.2374138013255,123.046581514786,26.2222309720131,73.1353671725522,0.242862824797084,107.090650498239,69.2567937545776,0.127904170299816,40.0468825740611,39.3620440881269,43.9134994819816,72.8003619143647,26.5695463662432,0.218962380924772,0.234120960980094,27.7120976274765,0.163288019153581,0.192283941961968,0,41.9532367180709,75.7976940111284,78.7807382990816,0.255731386041378,75.8497253201548,105.285257323194,58.7501052505476
"ctx-lh-superiorparietal",46.4759373519169,75.8598375318696,70.7008691321385,0.251533630673865,99.1879881705872,73.8367427822566,0.074775377368701,72.4552397572572,31.5019584824861,0.26643793763632,127.805428099245,37.9251344288408,139.200566558626,62.2445601940109,65.0215142760081,4.41214186718063,95.9595615192205,153.897668766444,119.83585637737,21.2217394730484,0.300867260823747,30.9105479077122,14.7578409599252,0.286450127598062,114.525211807274,108.942198339547,41.9532367180709,0,46.3646603168357,0.324509989205324,160.286258099109,127.163167353556,75.34958297877,75.5079441492176
"ctx-lh-superiortemporal",0.267535040180928,77.3131159222326,82.1981039216197,101.442046870212,9.10259932192945,17.9989717428834,5.20832756954291,16.4053043695516,75.5258930140514,36.9544456294272,16.3006549861363,72.7444643446889,14.3041156553441,0.0677645455700464,41.4689948867484,112.726580329102,33.3737921413996,39.2842448320915,37.3430760399669,100.983040592671,9.922797428179,111.023741302123,27.7435231026158,90.733421891562,40.7236036670941,63.2691253580429,75.7976940111284,46.3646603168357,0,0.151025040329601,76.4004681583057,0.246856936958912,0.133382967166699,0.15920051982546
"ctx-lh-supramarginal",0.169848910167178,116.487946684655,59.1550693303234,75.4424980088386,63.7959139976524,75.0462258032862,0.102198966668022,46.9147194365282,84.552374681778,42.4753245231675,57.3134056786285,109.062955856094,65.2950079242893,28.3292773505215,99.1085778167711,48.6748440157336,31.2520968404105,83.4148242726651,49.3982515508254,105.294495111802,0.155618154137801,77.5058968353876,14.4447932840508,46.7775668968591,91.6730296596033,68.4876455640816,78.7807382990816,0.324509989205324,0.151025040329601,0,124.377726374289,58.0069612496494,0.926332732794277,0.348951576890426
"ctx-lh-frontalpole",151.772698568562,46.7960945235002,93.0938743896135,164.857522124062,77.2319711064456,93.3177179275195,174.235181886111,107.479141802517,112.254758858209,191.469625202701,0.873836759746755,144.436951476467,0.378314946837853,107.973906310082,113.155075620232,107.901668081208,83.9714149850265,27.2488690197183,50.2251761021919,164.9629593929,110.740280596309,84.6447578255938,105.355974397859,133.51754442121,26.4501246981186,0.251147131475988,0.255731386041378,160.286258099109,76.4004681583057,124.377726374289,0,77.4117252285212,104.370715840948,59.4988907656053
"ctx-lh-temporalpole",80.8772303736589,77.365147231259,97.6977052883308,88.4885583858733,0.273317393399806,0.758806718363093,103.869100658624,0.546931156390218,62.5724045297122,100.821434149473,16.7992590583161,57.7783687084686,14.1849149648308,0.827119838536932,26.3393157507251,121.312302759601,40.2085830141987,41.398472028842,39.6978798010553,88.0295521083322,45.662924546934,101.563944657449,40.6757661217499,77.7799334072228,40.6402887261257,64.8595110175536,75.8497253201548,127.163167353556,0.246856936958912,58.0069612496494,77.4117252285212,0,35.8707759549607,0.547946671710487
"ctx-lh-transversetemporal",32.7233339274759,106.800679234298,79.5068819134785,137.270967665261,42.375795047104,54.4392787133178,53.0122227244606,57.1133947992222,111.3548138091,76.4072216728554,45.0986170509942,108.579791538032,44.0798154320207,26.7100026383183,77.2979156817971,125.897686383508,36.2586765010257,66.5380084601239,51.746913314192,136.81196138772,7.75849450327384,140.511304614189,24.8281342743458,124.000409264634,70.4581343579548,85.9405881642098,105.285257323194,75.34958297877,0.133382967166699,0.926332732794277,104.370715840948,35.8707759549607,0,0.138801136859722
"ctx-lh-insula",48.8116139800229,60.2655271616517,57.1929678649993,95.4575465138347,0.410824755713804,15.6341003096053,59.4194546639669,29.7955241846031,69.5413926576736,86.8645253003804,0.197705939358877,66.7663703866056,0.793647460309451,31.4836635236382,35.4844945303706,121.246448264475,0.211740406802611,19.1900101417122,0.164946851634281,94.9985402362935,0.242867291262651,93.9761525415423,0.128433692112105,84.7489215351842,24.9044541469129,44.8720290949085,58.7501052505476,75.5079441492177,0.15920051982546,0.348951576890426,59.4988907656053,0.547946671710487,0.138801136859721,0
